Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
268,Isaiah Jackson,PF,20,IND,34,13,479,8,14.3,0.563,0.3,1.1,0.267,7.7,13.2,0.589,4.2,6.2,0.675,4.4,6,10.4,0.8,1.6,3.7,2.7,6.3,20.6
269,Jaren Jackson Jr.,PF,22,MEM,76,76,2081,7.3,17.7,0.414,2.2,6.8,0.319,5.2,10.9,0.475,4.8,5.8,0.821,2,5.6,7.7,1.5,1.2,3,2.2,4.6,21.6
270,Josh Jackson,SF,24,TOT,49,3,789,5.2,12.8,0.406,1.5,5.7,0.264,3.7,7.1,0.519,2.2,3.2,0.686,0.9,5.2,6.1,2.4,1.1,1,2,3.8,14.1
271,Justin Jackson,SF,26,TOT,7,0,37,4.9,14.6,0.333,2.9,8.8,0.333,1.9,5.8,0.333,1.9,1.9,1,1,5.8,6.8,1.9,0,0,1,2.9,14.6
272,Reggie Jackson,SG,31,LAC,74,74,2314,7.4,18.9,0.392,2.6,7.9,0.327,4.8,11,0.44,2.1,2.5,0.847,0.6,3.6,4.2,5.6,0.9,0.2,2.6,2.5,19.5
273,LeBron James,SF,37,LAL,56,56,2084,11.1,21.1,0.524,2.8,7.7,0.359,8.3,13.4,0.62,4.4,5.8,0.756,1.1,6.8,7.9,6,1.3,1,3.4,2.1,29.3
274,DeJon Jarreau,SG,24,IND,1,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
275,DaQuan Jeffries,SG,24,MEM,3,0,9,4,8,0.5,0,4,0,4,4,1,0,0,,0,8,8,4,0,0,0,4,8
276,Ty Jerome,SG,24,OKC,48,4,801,5.6,14.7,0.378,2.4,8.4,0.29,3.1,6.4,0.493,1.7,2.1,0.809,0.9,2.7,3.5,4.9,1.3,0.2,1.7,3.3,15.3
277,Isaiah Joe,SG,22,PHI,53,1,572,3.7,10.4,0.352,2.6,7.9,0.333,1,2.5,0.41,1.7,1.8,0.931,0.4,2.8,3.2,2.1,0.8,0.2,1,2.8,11.6
278,Alize Johnson,PF,25,TOT,23,0,167,3.7,8.4,0.436,0,0.9,0,3.7,7.5,0.486,1.5,2.6,0.583,6,7.1,13.1,1.9,1.1,0,2.6,3.9,8.8
279,B.J. Johnson,SF,26,ORL,4,0,65,6.1,13.8,0.44,2.2,5.5,0.4,3.9,8.3,0.467,0,0,,3.3,5,8.3,0,0,0.6,0,2.2,14.4
280,Cameron Johnson,PF,25,PHO,64,15,1685,5.8,12.7,0.459,3.5,8.2,0.429,2.3,4.4,0.514,2,2.4,0.856,0.9,4.7,5.6,2.1,1.2,0.3,1,2.4,17.2
281,David Johnson,SG,20,TOR,2,0,2,0,18,0,0,18,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0
282,Jalen Johnson,PF,20,ATL,21,0,118,6.7,12.5,0.537,0.9,4,0.231,5.8,8.5,0.679,1.5,2.1,0.714,0.6,7.3,7.9,0.9,0.9,0.6,2.7,2.7,15.9
283,James Johnson,PF,34,BRK,62,10,1191,4.4,9.3,0.469,0.7,2.6,0.271,3.7,6.7,0.545,0.9,1.7,0.527,1.5,5,6.5,3.9,0.9,1,1.5,4.9,10.3
284,Joe Johnson,SG,40,BOS,1,0,2,18,18,1,0,0,,18,18,1,0,0,,0,0,0,0,0,0,0,0,36
285,Keldon Johnson,SF,22,SAS,73,72,2325,7.1,15.1,0.467,2.4,6,0.403,4.6,9.1,0.508,2.6,3.4,0.755,1.2,5.7,6.9,2.3,0.8,0.2,1.4,2.2,19.1
286,Keon Johnson,SG,19,TOT,34,9,600,5.3,14.2,0.371,1.9,5.2,0.372,3.4,9.1,0.371,2.1,2.7,0.778,1.4,3.2,4.6,3.4,1.4,0.7,2.3,3.5,14.6
287,Stanley Johnson,PF,25,LAL,45,24,981,3.7,8,0.466,1.1,3.4,0.326,2.6,4.7,0.567,1.5,2.1,0.75,1.1,3.8,4.9,2.8,1.5,0.5,1,3.7,10.1
288,Tyler Johnson,PG,29,TOT,6,0,91,2.4,7.9,0.3,2,5.1,0.385,0.4,2.8,0.143,0,0,,1.2,3.6,4.7,2.8,1.2,1.2,0.8,2.8,6.7
289,Nikola Jokić,C,26,DEN,73,73,2440,11,19,0.581,1.4,4.2,0.337,9.6,14.8,0.651,5.6,6.9,0.809,3,11.8,14.8,8.5,1.5,0.9,4.1,2.8,29.1
290,Carlik Jones,PG,24,TOT,5,0,23,1.6,14.1,0.111,0,1.6,0,1.6,12.5,0.125,3.1,3.1,1,1.6,3.1,4.7,7.8,1.6,0,4.7,0,6.3
291,Damian Jones,C,26,SAC,54,13,958,6.1,9.4,0.652,0.3,1,0.346,5.8,8.4,0.688,3.3,4.5,0.739,2.7,6.1,8.9,2.4,0.8,1.7,2,4.7,15.9
292,Derrick Jones Jr.,PF,24,CHI,49,8,852,4.2,7.9,0.535,0.8,2.5,0.305,3.5,5.4,0.641,2.2,2.8,0.788,2.4,4.4,6.8,1.2,1,1.4,1.1,4.3,11.4
293,Herbert Jones,PF,23,NOP,76,67,2292,4.2,8.9,0.475,0.9,2.6,0.339,3.3,6.3,0.531,2.1,2.5,0.839,1.4,3.1,4.5,2.6,2,0.9,1.6,3.6,11.5
294,Jemerrio Jones,SF,26,LAL,2,0,15,4.8,7.2,0.667,0,0,,4.8,7.2,0.667,0,0,,4.8,2.4,7.2,0,2.4,0,0,4.8,9.6
295,Kai Jones,C,21,CHO,19,0,58,5,8.1,0.615,0.6,1.2,0.5,4.3,6.8,0.636,1.9,5,0.375,1.9,4.3,6.2,2.5,0.6,0,3.7,4.3,12.4
296,Mason Jones,SG,23,LAL,2,0,9,8,32,0.25,0,8,0,8,24,0.333,4,8,0.5,4,4,8,0,4,0,4,4,20
297,Tre Jones,PG,22,SAS,66,9,1064,5.1,10.4,0.492,0.2,1.5,0.159,4.9,8.9,0.548,2.1,2.7,0.788,1,4,5,7.2,1.3,0.2,1.4,2.4,12.6
298,Tyus Jones,PG,25,MEM,71,22,1511,5.9,12.9,0.455,1.9,4.8,0.393,4,8.1,0.491,1.3,1.6,0.818,0.4,3.7,4.1,7.4,1.5,0,1,0.8,14.9
299,DeAndre Jordan,C,33,TOT,47,19,599,5.3,8.2,0.642,0,0,,5.3,8.2,0.642,1.3,2.3,0.579,4.8,10.4,15.2,1.2,0.7,2,2.2,4.1,11.9
300,Cory Joseph,PG,30,DET,65,39,1600,4,9,0.445,1.5,3.5,0.414,2.5,5.5,0.465,2.3,2.5,0.885,0.7,3.3,3.9,5.3,0.9,0.4,1.9,3.3,11.7
301,Georgios Kalaitzakis,SF,23,TOT,11,2,120,4.5,9.9,0.455,1.5,3.9,0.385,3,6,0.5,2.7,6.3,0.429,1.5,1.8,3.3,0.9,1.8,0.6,3.9,3.6,13.2
302,Frank Kaminsky,C,28,PHO,9,0,181,7.2,13.1,0.545,1,3,0.333,6.2,10.1,0.608,3.6,4,0.9,2.2,6,8.2,2.6,1.6,1.4,1,2.8,18.9
303,Luke Kennard,SG,25,LAC,68,12,1872,5.3,11.8,0.45,3.5,7.9,0.45,1.8,3.9,0.449,1.3,1.4,0.893,0.3,4,4.3,2.7,0.7,0.1,1.1,1.9,15.4
304,Braxton Key,SF,24,TOT,9,0,155,6,13.7,0.441,1.2,3.5,0.333,4.9,10.2,0.477,1.2,2.3,0.5,2.6,7,9.5,1.4,1.9,2.3,1.9,5.3,14.4
305,George King,SF,28,DAL,4,0,19,0,9.5,0,0,7.6,0,0,1.9,0,1.9,3.8,0.5,0,9.5,9.5,0,0,0,1.9,7.6,1.9
306,Louis King,SF,22,SAC,10,0,104,5.2,16.3,0.319,2.8,9.3,0.296,2.4,6.9,0.35,2.4,3.5,0.7,0,4.2,4.2,3.1,0.7,0.3,0,4.8,15.6
307,Corey Kispert,SF,22,WAS,75,34,1750,4.6,10.2,0.451,2.2,6.3,0.345,2.4,3.9,0.621,1.1,1.2,0.867,1.1,3,4.1,1.7,0.7,0.5,1,1.9,12.5
308,Maxi Kleber,PF,30,DAL,59,21,1450,3.5,8.8,0.398,2.1,6.3,0.325,1.4,2.5,0.586,1.1,1.6,0.708,1.7,7,8.7,1.7,0.7,1.4,1.2,3.4,10.2
309,Brandon Knight,PG,30,DAL,5,0,65,5.5,13.8,0.4,2.2,9.4,0.235,3.3,4.4,0.75,4.4,4.4,1,0,4.4,4.4,4.4,0.6,0,2.2,2.8,17.7
310,Nathan Knight,PF,24,MIN,36,2,251,5.5,10.9,0.5,0.4,1.4,0.3,5,9.5,0.53,6,8.2,0.737,4.3,6.7,11,2.7,1,1.1,2.4,5.5,17.4
311,Kevin Knox,SF,22,TOT,29,0,221,5,13.5,0.373,2.4,8.5,0.288,2.6,5,0.516,2.4,3.3,0.75,2.1,4.7,6.8,1.6,0.7,0.3,1.1,2.9,15
312,John Konchar,SG,25,MEM,69,6,1223,3.7,7.2,0.51,1.4,3.5,0.415,2.2,3.7,0.598,0.7,1.3,0.568,2.3,6.9,9.2,2.7,1.3,0.6,0.8,2.6,9.5
313,Furkan Korkmaz,SG,24,PHI,64,19,1373,4.7,12,0.392,2,6.8,0.293,2.7,5.2,0.52,1.7,2.1,0.8,0.6,4,4.5,3.2,0.9,0.2,1.2,1.5,13.1
314,Luke Kornet,C,26,TOT,13,0,74,3.9,9.2,0.421,0,1.5,0,3.9,7.8,0.5,1,1.9,0.5,3.9,5.4,9.2,2.9,1.5,1.5,0,2.9,8.8
315,Vit Krejci,SG,21,OKC,28,6,606,3.5,8.5,0.413,1.8,5.2,0.345,1.7,3.3,0.518,1,1.2,0.85,0.9,4.4,5.3,3.1,1.1,0.4,1.5,3.4,9.8
316,Arnoldas Kulboka,SF,24,CHO,1,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
317,Jonathan Kuminga,SF,19,GSW,67,12,1126,7.1,14,0.505,1.4,4.6,0.315,5.6,9.4,0.597,3.9,5.8,0.676,1.6,5.4,7.1,1.9,0.9,0.7,2.3,4.3,19.5
318,Kyle Kuzma,PF,26,WAS,66,66,2204,6.9,15.3,0.452,2.1,6.1,0.341,4.8,9.2,0.526,2.5,3.6,0.712,1.1,8,9.2,3.8,0.7,0.9,2.8,2.1,18.5
319,Anthony Lamb,SF,24,SAS,2,0,8,0,9,0,0,9,0,0,0,,0,0,,0,4.5,4.5,9,0,0,0,0,0
320,Jeremy Lamb,SF-SG,29,TOT,54,0,893,5.2,13.5,0.384,2.1,6.6,0.325,3.1,7,0.439,3.5,4.2,0.838,1,5,6,3.1,1.2,0.9,1.3,2.3,16.1
321,Jock Landale,C,26,SAS,52,1,556,6.4,12.5,0.513,1.8,5.4,0.337,4.6,7.1,0.645,2,2.4,0.838,3.9,4.3,8.2,2.8,0.6,0.9,2,3.2,16.6
322,Romeo Langford,SG,22,TOT,46,5,749,3.9,9.1,0.434,1.4,4.1,0.341,2.5,5,0.51,1,1.8,0.553,1.4,3.7,5.1,1,1,0.8,0.8,2.2,10.3
323,Zach LaVine,SF,26,CHI,66,66,2298,8.7,18.3,0.475,2.9,7.4,0.389,5.8,11,0.533,5,5.8,0.852,0.3,4.4,4.8,4.6,0.6,0.4,2.7,1.8,25.3
324,Jake Layman,SF,27,MIN,33,1,214,4.5,11.8,0.386,1.2,5.7,0.206,3.4,6.1,0.556,1.7,2.4,0.714,1,4.5,5.6,1.5,1,0.8,1.7,2,11.9
325,Damion Lee,SG,29,GSW,60,4,1207,4.9,11,0.442,1.8,5.5,0.337,3,5.5,0.546,1.8,2.1,0.873,0.7,5,5.8,1.8,1.1,0.2,1.1,2.8,13.4
326,Saben Lee,PG,22,DET,36,0,572,4.3,10.9,0.393,0.9,3.8,0.233,3.4,7.1,0.478,3,3.7,0.797,1,4.3,5.3,6.2,2.2,0.8,1.8,2.5,12.4
327,Alex Len,C,28,SAC,39,10,620,5.5,10.2,0.534,0.3,1.2,0.286,5.1,9,0.568,2.4,3.7,0.651,3,6.3,9.3,2.6,0.8,1.5,2.5,5.8,13.6
328,Caris LeVert,SG,27,TOT,56,47,1718,7.8,17.5,0.444,1.7,5.2,0.328,6.1,12.3,0.494,2.9,3.8,0.754,0.9,3.5,4.4,5,1,0.5,2.2,2.6,20.2
329,Kira Lewis Jr.,PG,20,NOP,24,0,341,6.2,15.4,0.404,1.4,6.1,0.224,4.9,9.3,0.523,1.1,1.3,0.833,1,3.2,4.1,5.2,1.2,0.1,2.7,1.8,14.9
330,Scottie Lewis,SG,21,CHO,2,0,7,0,0,,0,0,,0,0,,5.1,10.3,0.5,0,0,0,5.1,5.1,0,0,0,5.1
331,Damian Lillard,PG,31,POR,29,29,1056,7.6,18.8,0.402,3.1,9.7,0.324,4.4,9.1,0.485,5.4,6.2,0.878,0.4,3.6,4.1,7.2,0.6,0.4,2.8,1.3,23.7
332,Nassir Little,SF,21,POR,42,23,1088,4.8,10.4,0.46,1.7,5.1,0.331,3.1,5.3,0.584,2.3,3.1,0.734,1.9,5.9,7.8,1.8,0.8,1.2,1.3,2.7,13.6
333,Isaiah Livers,SF,23,DET,17,3,340,3.8,8.8,0.434,2.6,6.5,0.41,1.2,2.3,0.5,1.1,1.3,0.833,1.5,3.9,5.4,2.1,1.1,0.7,1.4,3.5,11.3
334,Kevon Looney,C,25,GSW,79,77,1690,4.3,7.5,0.569,0,0,0,4.3,7.5,0.571,1.6,2.7,0.6,4.3,8,12.4,3.4,1,1.1,1.4,4.5,10.2
335,Brook Lopez,C,33,MIL,11,9,254,6.7,14.7,0.452,2.1,6.4,0.333,4.5,8.4,0.542,2.8,3.3,0.87,2,4,6,0.9,1.1,1.8,1.6,4.4,18.3
336,Robin Lopez,C,33,ORL,34,9,582,6.7,12.1,0.559,0.1,0.3,0.4,6.6,11.8,0.563,1.8,3.1,0.58,4,3.3,7.4,3.1,0.1,1.1,2.7,3.8,15.4
337,Didi Louzada,SG-SF,22,TOT,6,0,66,3.3,10.4,0.316,2.2,7.1,0.308,1.1,3.3,0.333,0,0,,2.2,3.3,5.5,1.6,0.5,0.5,0.5,2.7,8.7
338,Kevin Love,PF,33,CLE,72,4,1629,6.9,16.3,0.425,3.9,10.2,0.385,3,6.1,0.493,3.6,4.2,0.844,1.8,9.6,11.4,3.5,0.6,0.4,2.1,2.2,21.3
339,Kyle Lowry,PG,35,MIA,62,62,2102,4.6,10.6,0.436,2.4,6.5,0.375,2.2,4.1,0.534,2.5,3,0.855,0.5,4.2,4.7,8.1,1.1,0.3,2.8,3,14.2
340,Gabriel Lundberg,SG,27,PHO,3,0,17,2.1,12.7,0.167,2.1,6.4,0.333,0,6.4,0,0,0,,2.1,2.1,4.2,12.7,2.1,0,6.4,6.4,6.4
341,Timothé Luwawu-Cabarrot,SF,26,ATL,50,18,662,4,10,0.404,2.4,6.5,0.37,1.6,3.5,0.469,1.9,2.2,0.854,0.9,3.4,4.3,2.1,1,0.3,1,4.1,12.3
342,Trey Lyles,PF,26,TOT,73,21,1499,6.1,13,0.465,1.6,4.9,0.322,4.5,8.1,0.552,4.6,5.7,0.807,2.1,6.7,8.8,2.1,0.6,0.8,1.7,2.9,18.3
343,Théo Maledon,PG,20,OKC,51,7,908,4.7,12.6,0.375,1.7,5.9,0.293,3,6.6,0.449,3.1,4,0.79,0.8,4.4,5.2,4.4,1.2,0.4,2.6,2.7,14.3
344,Sandro Mamukelashvili,PF,22,MIL,39,2,358,4.6,9.7,0.479,2,4.7,0.426,2.6,4.9,0.531,1.2,1.6,0.75,3.2,3.7,6.9,1.8,0.8,0.9,1.3,2.6,12.5
345,Terance Mann,SF,25,LAC,79,32,2277,5.2,10.7,0.485,1.2,3.2,0.365,4,7.5,0.537,2,2.6,0.779,1.6,5,6.6,3.2,0.9,0.3,1.3,2.8,13.5
346,Tre Mann,PG,20,OKC,60,26,1367,6.1,15.5,0.393,2.6,7.2,0.36,3.5,8.3,0.421,1.7,2.2,0.793,0.7,3.8,4.5,2.4,1.2,0.3,1.9,2.7,16.5
347,Boban Marjanović,C,33,DAL,21,0,108,12.3,20.3,0.607,0.3,1,0.333,12,19.3,0.621,3.7,6.7,0.55,2.3,8,10.3,0.7,0,1,3.7,6.7,28.7
348,Lauri Markkanen,PF,24,CLE,59,59,1832,5.9,13.3,0.44,2.6,7.2,0.353,3.3,6.1,0.542,2.6,3,0.865,1.1,5.4,6.6,1.6,0.9,0.6,1,2.5,16.9
349,Naji Marshall,SF,24,NOP,52,3,675,5.3,13.1,0.402,1.1,5.3,0.212,4.2,7.8,0.531,3.6,4.5,0.788,1.9,5.3,7.1,2.8,1.7,0.4,2.1,3.5,15.3
350,Caleb Martin,SF,26,MIA,59,11,1346,5.5,10.8,0.509,1.7,4,0.417,3.8,6.7,0.563,1.9,2.5,0.761,1.9,4.2,6,1.7,1.6,0.8,1.3,2.8,14.5
351,Cody Martin,SF,26,CHO,68,11,1791,3.9,8.2,0.476,1.2,3.1,0.383,2.7,5.1,0.531,1.4,2.1,0.692,1.5,3.9,5.5,3.5,1.7,0.6,1.2,2.3,10.5
352,Kelan Martin,SF,26,TOT,30,1,450,5.6,13.7,0.409,1.8,6,0.293,3.8,7.7,0.5,0.7,1,0.692,1.4,3,4.4,1.7,1,0.7,1.1,2.9,13.7
353,Kenyon Martin Jr.,SF,21,HOU,77,2,1617,6.1,11.4,0.535,1.3,3.6,0.363,4.8,7.8,0.614,1.7,2.7,0.633,1.8,4.8,6.5,2.2,0.8,0.9,1.3,2.4,15.1
354,Garrison Mathews,SG,25,HOU,63,31,1654,3.9,9.8,0.395,2.9,8.2,0.355,1,1.6,0.595,3,3.7,0.797,0.7,3.2,3.9,1.3,1.2,0.5,0.8,3.6,13.6
355,Dakota Mathias,SG,26,MEM,6,0,16,4.5,13.5,0.333,4.5,13.5,0.333,0,0,,0,0,,0,4.5,4.5,2.3,2.3,0,0,2.3,13.5
356,Wesley Matthews,SG,35,MIL,47,12,953,3.1,7.9,0.386,2,5.7,0.342,1.1,2.2,0.5,0.7,0.9,0.76,1.1,2.3,3.4,1.3,0.8,0.3,0.7,3.1,8.8
357,Tyrese Maxey,PG,21,PHI,72,71,2559,6.5,13.4,0.482,1.8,4.1,0.429,4.7,9.3,0.506,2.8,3.3,0.862,0.4,2.9,3.3,4.3,0.7,0.4,1.2,2.1,17.5
358,Skylar Mays,SG,24,ATL,27,5,218,5.3,10.6,0.5,1.3,4.1,0.32,4,6.4,0.615,1.3,1.5,0.889,0.8,3.3,4.1,2.8,1.2,0,1.7,1.5,13.2
359,Miles McBride,PG,21,NYK,39,2,354,3.2,10.5,0.301,1.6,6.5,0.25,1.5,4,0.385,0.8,1.2,0.667,0.4,3.8,4.2,4.1,1.3,0.1,0.5,4.5,8.7
360,Mac McClung,PG,23,CHI,1,0,3,12,12,1,0,0,,12,12,1,0,0,,0,0,0,0,0,0,12,0,24
361,CJ McCollum,SG,30,TOT,59,59,2082,9,19.5,0.463,3,7.8,0.388,6,11.7,0.513,2,2.8,0.704,0.9,3.6,4.5,5.2,1.1,0.4,2.1,2,23
362,T.J. McConnell,PG,29,IND,25,6,596,5.5,11.2,0.492,0.4,1.6,0.269,5.1,9.6,0.528,0.8,1,0.824,1.2,3.9,5.1,7.2,1.5,0.5,1.7,2.7,12.3
363,Jaden McDaniels,PF,21,MIN,68,31,1764,5.1,11,0.458,1.6,5,0.313,3.5,6,0.58,1.1,1.4,0.8,1.6,4.3,5.9,1.6,1,1.1,1.5,4.5,12.8
364,Jalen McDaniels,SF,24,CHO,52,2,839,4.8,10.1,0.472,1.5,4.3,0.356,3.2,5.7,0.56,2.1,2.9,0.721,1.5,5.2,6.7,2.1,1,0.8,1.5,3.8,13.2
365,Doug McDermott,PF,30,SAS,51,51,1223,6.3,13.7,0.462,3.2,7.5,0.422,3.1,6.2,0.512,1.2,1.5,0.784,0.5,2.9,3.4,1.9,0.4,0.2,1.3,2.3,17
366,JaVale McGee,C,34,PHO,72,16,1136,8.9,14.1,0.63,0.1,0.3,0.222,8.8,13.8,0.638,3.1,4.4,0.717,4.8,10.3,15.1,1.3,0.7,2.5,2.9,5.5,21
367,Cameron McGriff,SF,24,POR,3,0,46,3.9,11,0.357,1.6,4.7,0.333,2.3,6.3,0.375,1.6,1.6,1,4.7,7,11.7,2.3,0,0.8,0,5.5,11
368,Rodney McGruder,SG,30,DET,49,2,705,4.4,10.6,0.42,2.8,7,0.391,1.7,3.5,0.478,0.7,1,0.7,1.5,3.8,5.3,2.3,1,0.3,1.1,2.7,12.4
